"current_path","current_lines","linked_screen_label_ids","migration_action","new_path","strategy_phase","notes"
"app/main/기능부품/roster/RosterWizardSetupStep.tsx","150","31,32,33","wrapper만 교체","app/main/기능부품/roster/RosterWizardSetupStep.tsx","Phase 4","설정 스텝"
"app/main/기능부품/roster/RosterWizardStaffStep.tsx","122","31,32,33","wrapper만 교체","app/main/기능부품/roster/RosterWizardStaffStep.tsx","Phase 4","스태프 스텝"
"app/main/기능부품/roster/useRosterPlannerPanels.tsx","480","31,32,33","wrapper만 교체","app/main/기능부품/roster/useRosterPlannerPanels.tsx","Phase 4","플래너 패널 훅"
"app/main/기능부품/게시판.tsx","2894","23,24","통합후재작성","app/main/기능부품/work/게시판.tsx","Phase 3","2894줄. work_notice/work_board로 분리 재작성. JM: 분할 필수"
"app/main/기능부품/게시판서브/GuideComposerSection.tsx","234","23,24","wrapper만 교체","app/main/기능부품/게시판서브/GuideComposerSection.tsx","Phase 3","업무가이드 작성 섹션"
"app/main/기능부품/게시판서브/GuideDetailPanel.tsx","178","23,24","wrapper만 교체","app/main/기능부품/게시판서브/GuideDetailPanel.tsx","Phase 3","가이드 상세 패널"
"app/main/기능부품/게시판서브/GuideSidebar.tsx","200","23,24","wrapper만 교체","app/main/기능부품/게시판서브/GuideSidebar.tsx","Phase 3","가이드 사이드바"
"app/main/기능부품/게시판서브/GuideTaskBoard.tsx","242","23,24","wrapper만 교체","app/main/기능부품/게시판서브/GuideTaskBoard.tsx","Phase 3","가이드 태스크 보드"
"app/main/기능부품/게시판서브/업무가이드.tsx","1793","23,24","통합후재작성","app/main/기능부품/게시판서브/업무가이드.tsx","Phase 3","1793줄. work_board 흡수. JM: 분할 검토"
"app/main/기능부품/공통/SmartDatePicker.tsx","93","","유지","app/main/기능부품/공통/SmartDatePicker.tsx","Phase 3","공통 날짜 피커. 변경 없음"
"app/main/기능부품/공통/SmartMonthPicker.tsx","75","","유지","app/main/기능부품/공통/SmartMonthPicker.tsx","Phase 3","공통 월 피커. 변경 없음"
"app/main/기능부품/관리자전용.tsx","254","71~96","wrapper만 교체","app/main/기능부품/settings/관리자전용.tsx","Phase 3","설정/경영 분기 라우터. 신규 메뉴 구조로 wrapper 교체"
"app/main/기능부품/관리자전용서브/감사로그뷰어.tsx","127","94,95","wrapper만 교체","app/main/기능부품/관리자전용서브/감사로그뷰어.tsx","Phase 4","settings_audit 탭 내 흡수"
"app/main/기능부품/관리자전용서브/경영대시보드.tsx","138","71,72","wrapper만 교체","app/main/기능부품/관리자전용서브/경영대시보드.tsx","Phase 3","mgmt_dashboard 탭통합"
"app/main/기능부품/관리자전용서브/계약관리도구.tsx","262","59,60","wrapper만 교체","app/main/기능부품/관리자전용서브/계약관리도구.tsx","Phase 4","hr_contract 지원 도구"
"app/main/기능부품/관리자전용서브/공문서발송대장.tsx","519","","wrapper만 교체","app/main/기능부품/관리자전용서브/공문서발송대장.tsx","Phase 4","스크린 미매핑. 추정: work_approval 또는 settings 연계"
"app/main/기능부품/관리자전용서브/근태차감규칙설정.tsx","125","79,82","wrapper만 교체","app/main/기능부품/관리자전용서브/근태차감규칙설정.tsx","Phase 4","settings_company 근무형태 탭 연계"
"app/main/기능부품/관리자전용서브/급여명세서서식관리.tsx","820","83","wrapper만 교체","app/main/기능부품/관리자전용서브/급여명세서서식관리.tsx","Phase 4","settings_company 급여기준 탭 연계"
"app/main/기능부품/관리자전용서브/급여이상치감지.tsx","460","96","wrapper만 교체","app/main/기능부품/관리자전용서브/급여이상치감지.tsx","Phase 3","hr_payroll_anomaly 화면"
"app/main/기능부품/관리자전용서브/데이터백업.tsx","733","93","wrapper만 교체","app/main/기능부품/관리자전용서브/데이터백업.tsx","Phase 4","settings_backup"
"app/main/기능부품/관리자전용서브/데이터초기화.tsx","416","93","wrapper만 교체","app/main/기능부품/관리자전용서브/데이터초기화.tsx","Phase 4","settings_backup 내 탭 또는 모달. 추정"
"app/main/기능부품/관리자전용서브/명세서자동추출.tsx","255","41~53","wrapper만 교체","app/main/기능부품/관리자전용서브/명세서자동추출.tsx","Phase 4","hr_payroll 탭 지원"
"app/main/기능부품/관리자전용서브/법인손익현황.tsx","235","75","wrapper만 교체","app/main/기능부품/관리자전용서브/법인손익현황.tsx","Phase 3","mgmt_pl"
"app/main/기능부품/관리자전용서브/비품대여물품설정.tsx","62","","wrapper만 교체","app/main/기능부품/관리자전용서브/비품대여물품설정.tsx","Phase 4","스크린 미매핑. admin_비품대여설정 권한 연계. 추정"
"app/main/기능부품/관리자전용서브/수술검사템플릿관리.tsx","330","86,87,88","wrapper만 교체","app/main/기능부품/관리자전용서브/수술검사템플릿관리.tsx","Phase 4","settings_template 탭 내 흡수"
"app/main/기능부품/관리자전용서브/시스템마스터센터.tsx","1505","","통합후재작성","app/main/기능부품/관리자전용서브/시스템마스터센터.tsx","Post-launch","1505줄. admin_시스템마스터센터. 스크린 미매핑. JM: 분할 필요. 추정"
"app/main/기능부품/관리자전용서브/시스템마스터센터/index.tsx","1321","","통합후재작성","app/main/기능부품/관리자전용서브/시스템마스터센터/index.tsx","Post-launch","1321줄. 위와 중복 파일 가능성. 추정: 하나 폐기 검토"
"app/main/기능부품/관리자전용서브/알림자동화설정.tsx","134","86","wrapper만 교체","app/main/기능부품/관리자전용서브/알림자동화설정.tsx","Phase 4","settings_template 탭 연계"
"app/main/기능부품/관리자전용서브/엑셀일괄등록.tsx","792","27","wrapper만 교체","app/main/기능부품/관리자전용서브/엑셀일괄등록.tsx","Phase 4","hr_members 엑셀 일괄등록 지원"
"app/main/기능부품/관리자전용서브/연차수동부여.tsx","211","35~38","wrapper만 교체","app/main/기능부품/관리자전용서브/연차수동부여.tsx","Phase 4","hr_leave 관리자 기능"
"app/main/기능부품/관리자전용서브/예산관리.tsx","458","73","wrapper만 교체","app/main/기능부품/관리자전용서브/예산관리.tsx","Phase 3","mgmt_budget"
"app/main/기능부품/관리자전용서브/재무대시보드.tsx","118","72","wrapper만 교체","app/main/기능부품/관리자전용서브/재무대시보드.tsx","Phase 3","mgmt_dashboard 탭"
"app/main/기능부품/관리자전용서브/전자결재양식관리.tsx","1456","91,92","통합후재작성","app/main/기능부품/관리자전용서브/전자결재양식관리.tsx","Phase 3","1456줄. settings_approval_form. 모달통합 포함. JM: 분할 필요"
"app/main/기능부품/관리자전용서브/접근감사로그.tsx","195","94,95","wrapper만 교체","app/main/기능부품/관리자전용서브/접근감사로그.tsx","Phase 4","settings_audit 탭"
"app/main/기능부품/관리자전용서브/직원권한통합.tsx","1334","85","통합후재작성","app/main/기능부품/관리자전용서브/직원권한통합.tsx","Phase 3","1334줄. settings_permissions. JM: 분할 필요"
"app/main/기능부품/관리자전용서브/채팅모니터링.tsx","411","","wrapper만 교체","app/main/기능부품/관리자전용서브/채팅모니터링.tsx","Phase 4","스크린 미매핑. 추정: settings 내 운영 기능"
"app/main/기능부품/관리자전용서브/커스텀대시보드.tsx","185","71,72","wrapper만 교체","app/main/기능부품/관리자전용서브/커스텀대시보드.tsx","Phase 4","mgmt_dashboard 확장 기능"
"app/main/기능부품/관리자전용서브/통합보고서.tsx","458","74","wrapper만 교체","app/main/기능부품/관리자전용서브/통합보고서.tsx","Phase 3","mgmt_report"
"app/main/기능부품/관리자전용서브/팀관리.tsx","184","78~84","wrapper만 교체","app/main/기능부품/관리자전용서브/팀관리.tsx","Phase 4","settings_company 지원"
"app/main/기능부품/관리자전용서브/팝업창관리자.tsx","380","90","wrapper만 교체","app/main/기능부품/관리자전용서브/팝업창관리자.tsx","Phase 4","settings_popup"
"app/main/기능부품/관리자전용서브/회사관리.tsx","579","78,79,80,82,83,84","wrapper만 교체","app/main/기능부품/관리자전용서브/회사관리.tsx","Phase 3","settings_company 탭통합. 579줄 — JM 경계"
"app/main/기능부품/권한요청모달.tsx","155","","유지","app/main/기능부품/권한요청모달.tsx","Phase 3","공통 권한요청 모달. 변경 없음"
"app/main/기능부품/근무현황.tsx","955","","wrapper만 교체","app/main/기능부품/근무현황.tsx","Phase 3","추가기능-근무현황. 스크린 미매핑(96장 외). 추정: ops 또는 hr 연계"
"app/main/기능부품/마감보고.tsx","620","14,15","통합후재작성","app/main/기능부품/ops/마감보고.tsx","Phase 3","ops_closing_report. 목록+모달 통합 재작성. 620줄 — JM 경계"
"app/main/기능부품/마이페이지/index.tsx","929","01","통합후재작성","app/main/기능부품/work/마이페이지/index.tsx","Phase 3","929줄. work_myhome. 역할별 분기 로직 보존. JM: 분할 검토"
"app/main/기능부품/마이페이지/급여명세서/index.tsx","370","01","wrapper만 교체","app/main/기능부품/work/마이페이지/급여명세서/index.tsx","Phase 3","마이페이지 급여명세서"
"app/main/기능부품/마이페이지/급여명세서/명세서디자인.tsx","253","01","wrapper만 교체","app/main/기능부품/work/마이페이지/급여명세서/명세서디자인.tsx","Phase 3","명세서 디자인"
"app/main/기능부품/마이페이지/나의할일.tsx","775","03,05","통합후재작성","app/main/기능부품/work/마이페이지/나의할일.tsx","Phase 3","775줄. work_todo 탭통합. JM: 분할 검토"
"app/main/기능부품/마이페이지/마이페이지공통섹션.tsx","226","01","wrapper만 교체","app/main/기능부품/work/마이페이지/마이페이지공통섹션.tsx","Phase 3","공통 섹션 컴포넌트"
"app/main/기능부품/마이페이지/서류제출.tsx","506","04","wrapper만 교체","app/main/기능부품/work/마이페이지/서류제출.tsx","Phase 3","work_submit"
"app/main/기능부품/마이페이지/역할별대시보드.tsx","832","01","통합후재작성","app/main/기능부품/work/마이페이지/역할별대시보드.tsx","Phase 3","832줄. 역할별 분기. JM: 분할 검토"
"app/main/기능부품/마이페이지/연차휴가내역.tsx","216","35~38","wrapper만 교체","app/main/기능부품/work/마이페이지/연차휴가내역.tsx","Phase 3","마이페이지 내 연차 조회"
"app/main/기능부품/마이페이지/증명서관리.tsx","195","62","wrapper만 교체","app/main/기능부품/work/마이페이지/증명서관리.tsx","Phase 3","hr_certificate 연계"
"app/main/기능부품/마이페이지/출퇴근기록.tsx","1459","02","통합후재작성","app/main/기능부품/work/마이페이지/출퇴근기록.tsx","Phase 3","1459줄. work_checkin. JM: 분할 필수"
"app/main/기능부품/마이페이지/출퇴근기록/index.tsx","1127","02","통합후재작성","app/main/기능부품/work/마이페이지/출퇴근기록/index.tsx","Phase 3","1127줄. 위와 중복 파일 가능성. 추정: 하나 폐기 검토"
"app/main/기능부품/마이페이지/출퇴근기록/출퇴근모달.tsx","207","02","wrapper만 교체","app/main/기능부품/work/마이페이지/출퇴근기록/출퇴근모달.tsx","Phase 3","출퇴근 모달"
"app/main/기능부품/마이페이지/출퇴근기록/출퇴근차트.tsx","181","02","wrapper만 교체","app/main/기능부품/work/마이페이지/출퇴근기록/출퇴근차트.tsx","Phase 3","출퇴근 차트"
"app/main/기능부품/마이페이지/프로필카드.tsx","1012","01","통합후재작성","app/main/기능부품/work/마이페이지/프로필카드.tsx","Phase 3","1012줄. JM: 분할 필수"
"app/main/기능부품/메신저.tsx","3137","","통합후재작성","app/main/기능부품/메신저.tsx","Phase 3","3137줄. 채팅 메인. 신규 메뉴 미연결(독립 패널). JM: 분할 필수"
"app/main/기능부품/메신저공통.tsx","77","","유지","app/main/기능부품/메신저공통.tsx","Phase 3","공통 타입/유틸"
"app/main/기능부품/메신저그룹생성모달.tsx","74","","wrapper만 교체","app/main/기능부품/메신저그룹생성모달.tsx","Phase 3","채팅 그룹 생성"
"app/main/기능부품/메신저드로어.tsx","724","","통합후재작성","app/main/기능부품/메신저드로어.tsx","Phase 3","724줄. JM: 검토"
"app/main/기능부품/메신저메시지렌더.tsx","157","","wrapper만 교체","app/main/기능부품/메신저메시지렌더.tsx","Phase 3","메시지 렌더러"
"app/main/기능부품/메신저멤버관리모달.tsx","132","","wrapper만 교체","app/main/기능부품/메신저멤버관리모달.tsx","Phase 3","멤버 관리 모달"
"app/main/기능부품/메신저모달.tsx","259","","wrapper만 교체","app/main/기능부품/메신저모달.tsx","Phase 3","메신저 모달"
"app/main/기능부품/메신저미디어아카이브.tsx","87","","wrapper만 교체","app/main/기능부품/메신저미디어아카이브.tsx","Phase 3","미디어 아카이브"
"app/main/기능부품/메신저사이드바.tsx","424","","wrapper만 교체","app/main/기능부품/메신저사이드바.tsx","Phase 3","채팅 사이드바"
"app/main/기능부품/메신저수정모달.tsx","139","","wrapper만 교체","app/main/기능부품/메신저수정모달.tsx","Phase 3","메시지 수정 모달"
"app/main/기능부품/메신저스레드패널.tsx","141","","wrapper만 교체","app/main/기능부품/메신저스레드패널.tsx","Phase 3","스레드 패널"
"app/main/기능부품/메신저액션.tsx","73","","wrapper만 교체","app/main/기능부품/메신저액션.tsx","Phase 3","메시지 액션"
"app/main/기능부품/메신저오버레이.tsx","580","","wrapper만 교체","app/main/기능부품/메신저오버레이.tsx","Phase 3","오버레이"
"app/main/기능부품/메신저운영센터.tsx","829","","통합후재작성","app/main/기능부품/메신저운영센터.tsx","Phase 3","829줄. 관리자 채팅 모니터링 포함. JM: 검토"
"app/main/기능부품/메신저읽음모달.tsx","75","","wrapper만 교체","app/main/기능부품/메신저읽음모달.tsx","Phase 3","읽음 모달"
"app/main/기능부품/메신저전역검색.tsx","301","","wrapper만 교체","app/main/기능부품/메신저전역검색.tsx","Phase 3","전역 검색"
"app/main/기능부품/메신저첨부.tsx","530","","wrapper만 교체","app/main/기능부품/메신저첨부.tsx","Phase 3","파일 첨부"
"app/main/기능부품/메신저첨부미리보기.tsx","436","","wrapper만 교체","app/main/기능부품/메신저첨부미리보기.tsx","Phase 3","첨부 미리보기"
"app/main/기능부품/메신저컴포저.tsx","353","","wrapper만 교체","app/main/기능부품/메신저컴포저.tsx","Phase 3","메시지 컴포저"
"app/main/기능부품/메신저타임라인.tsx","964","","통합후재작성","app/main/기능부품/메신저타임라인.tsx","Phase 3","964줄. JM: 검토"
"app/main/기능부품/메신저투표모달.tsx","190","","wrapper만 교체","app/main/기능부품/메신저투표모달.tsx","Phase 3","투표 모달"
"app/main/기능부품/메신저패널.tsx","533","","wrapper만 교체","app/main/기능부품/메신저패널.tsx","Phase 3","메신저 패널"
"app/main/기능부품/수술상담.tsx","564","","유지","app/main/기능부품/수술상담.tsx","Post-launch","extra_수술상담 STRICT. 96장 미포함. 추정: ops 메뉴 별도 화면"
"app/main/기능부품/알림센터.tsx","385","","유지","app/main/기능부품/알림센터.tsx","Phase 3","전역 알림 센터. 메뉴 미연결"
"app/main/기능부품/알림시스템.tsx","2141","","통합후재작성","app/main/기능부품/알림시스템.tsx","Phase 3","2141줄. 전역 알림. JM: 분할 필수"
"app/main/기능부품/알림인박스.tsx","1070","","통합후재작성","app/main/기능부품/알림인박스.tsx","Phase 3","1070줄. 알림 인박스. JM: 분할 검토"
"app/main/기능부품/알림인박스/index.tsx","617","","wrapper만 교체","app/main/기능부품/알림인박스/index.tsx","Phase 3","알림인박스 인덱스"
"app/main/기능부품/알림인박스/알림설정탭.tsx","581","","wrapper만 교체","app/main/기능부품/알림인박스/알림설정탭.tsx","Phase 3","알림 설정 탭"
"app/main/기능부품/인계노트.tsx","1722","13","통합후재작성","app/main/기능부품/ops/인계노트.tsx","Phase 3","1722줄. ops_handover. JM: 분할 필수"
"app/main/기능부품/인계노트/HandoverComposerPane.tsx","232","13","wrapper만 교체","app/main/기능부품/인계노트/HandoverComposerPane.tsx","Phase 3","인계 작성 패널"
"app/main/기능부품/인계노트/HandoverContentSection.tsx","78","13","wrapper만 교체","app/main/기능부품/인계노트/HandoverContentSection.tsx","Phase 3","인계 내용 섹션"
"app/main/기능부품/인계노트/HandoverNoteCard.tsx","124","13","wrapper만 교체","app/main/기능부품/인계노트/HandoverNoteCard.tsx","Phase 3","인계 노트 카드"
"app/main/기능부품/인계노트/HandoverSidebar.tsx","120","13","wrapper만 교체","app/main/기능부품/인계노트/HandoverSidebar.tsx","Phase 3","인계 사이드바"
"app/main/기능부품/인계노트/index.tsx","850","13","통합후재작성","app/main/기능부품/인계노트/index.tsx","Phase 3","850줄. JM: 검토"
"app/main/기능부품/인계노트/병실설정패널.tsx","195","13","wrapper만 교체","app/main/기능부품/인계노트/병실설정패널.tsx","Phase 3","병실 설정"
"app/main/기능부품/인계노트/템플릿관리패널.tsx","175","13","wrapper만 교체","app/main/기능부품/인계노트/템플릿관리패널.tsx","Phase 3","템플릿 관리"
"app/main/기능부품/인계노트/환자그룹노트.tsx","196","13","wrapper만 교체","app/main/기능부품/인계노트/환자그룹노트.tsx","Phase 3","환자 그룹 노트"
"app/main/기능부품/인사관리.tsx","874","27~63","통합후재작성","app/main/기능부품/hr/인사관리.tsx","Phase 3","874줄. hr 메뉴 진입 라우터. 신규 구조로 재작성"
"app/main/기능부품/인사관리서브/4대보험관리.tsx","329","46","wrapper만 교체","app/main/기능부품/인사관리서브/4대보험관리.tsx","Phase 3","hr_payroll 탭"
"app/main/기능부품/인사관리서브/LegacyLicenseMigration.tsx","114","57","wrapper만 교체","app/main/기능부품/인사관리서브/LegacyLicenseMigration.tsx","Phase 4","hr_license 레거시 마이그레이션"
"app/main/기능부품/인사관리서브/RiskActionDialog.tsx","160","","wrapper만 교체","app/main/기능부품/인사관리서브/RiskActionDialog.tsx","Phase 4","공통 리스크 다이얼로그"
"app/main/기능부품/인사관리서브/간호근무표.tsx","1271","30,31","통합후재작성","app/main/기능부품/인사관리서브/간호근무표.tsx","Phase 3","1271줄. hr_attendance 핵심. JM: 분할 필수"
"app/main/기능부품/인사관리서브/건강검진관리.tsx","123","56","wrapper만 교체","app/main/기능부품/인사관리서브/건강검진관리.tsx","Phase 3","hr_health_check"
"app/main/기능부품/인사관리서브/경조사관리.tsx","132","54,55","wrapper만 교체","app/main/기능부품/인사관리서브/경조사관리.tsx","Phase 3","hr_family_event"
"app/main/기능부품/인사관리서브/계약관리.tsx","504","59,60","wrapper만 교체","app/main/기능부품/인사관리서브/계약관리.tsx","Phase 3","hr_contract"
"app/main/기능부품/인사관리서브/계약문서/계약서명단.tsx","127","59,60","wrapper만 교체","app/main/기능부품/인사관리서브/계약문서/계약서명단.tsx","Phase 3","계약 서명 목록"
"app/main/기능부품/인사관리서브/계약문서/계약서미리보기.tsx","632","59,60","wrapper만 교체","app/main/기능부품/인사관리서브/계약문서/계약서미리보기.tsx","Phase 3","계약서 미리보기"
"app/main/기능부품/인사관리서브/계약문서/계약서양식편집.tsx","222","59,60","wrapper만 교체","app/main/기능부품/인사관리서브/계약문서/계약서양식편집.tsx","Phase 3","계약서 양식 편집"
"app/main/기능부품/인사관리서브/계약문서/전자서명모달.tsx","492","59,60","wrapper만 교체","app/main/기능부품/인사관리서브/계약문서/전자서명모달.tsx","Phase 3","전자 서명 모달"
"app/main/기능부품/인사관리서브/계약문서/전자서명패드.tsx","154","59,60","wrapper만 교체","app/main/기능부품/인사관리서브/계약문서/전자서명패드.tsx","Phase 3","전자 서명 패드"
"app/main/기능부품/인사관리서브/계약서자동생성.tsx","326","60","wrapper만 교체","app/main/기능부품/인사관리서브/계약서자동생성.tsx","Phase 3","hr_contract 모달통합"
"app/main/기능부품/인사관리서브/공휴일달력.tsx","466","82","wrapper만 교체","app/main/기능부품/인사관리서브/공휴일달력.tsx","Phase 4","settings_company 휴가기준 탭"
"app/main/기능부품/인사관리서브/교육관리.tsx","500","29","wrapper만 교체","app/main/기능부품/인사관리서브/교육관리.tsx","Phase 3","hr_education"
"app/main/기능부품/인사관리서브/교육내역/JobCategoryTrainingMatrix.tsx","417","29","wrapper만 교체","app/main/기능부품/인사관리서브/교육내역/JobCategoryTrainingMatrix.tsx","Phase 3","직종별 교육 매트릭스"
"app/main/기능부품/인사관리서브/교육내역/교육내역명단.tsx","317","29","wrapper만 교체","app/main/기능부품/인사관리서브/교육내역/교육내역명단.tsx","Phase 3","교육 이수 명단"
"app/main/기능부품/인사관리서브/교육내역/교육이수현황.tsx","74","29","wrapper만 교체","app/main/기능부품/인사관리서브/교육내역/교육이수현황.tsx","Phase 3","교육 이수 현황"
"app/main/기능부품/인사관리서브/교육내역/자격면허대시보드.tsx","325","29,57","wrapper만 교체","app/main/기능부품/인사관리서브/교육내역/자격면허대시보드.tsx","Phase 3","자격 면허 대시보드"
"app/main/기능부품/인사관리서브/교육자격인사이동패널.tsx","46","29","wrapper만 교체","app/main/기능부품/인사관리서브/교육자격인사이동패널.tsx","Phase 3","교육/자격 이동 패널 (46줄 — re-export 추정)"
"app/main/기능부품/인사관리서브/구성원현황.tsx","1936","27","통합후재작성","app/main/기능부품/인사관리서브/구성원현황.tsx","Phase 3","1936줄. hr_members. JM: 분할 필수"
"app/main/기능부품/인사관리서브/구성원현황/index.tsx","2182","27","통합후재작성","app/main/기능부품/인사관리서브/구성원현황/index.tsx","Phase 3","2182줄. 위와 중복 가능성. JM: 분할 필수. 추정: 하나 폐기 검토"
"app/main/기능부품/인사관리서브/구성원현황/JobCategorySection.tsx","162","27","wrapper만 교체","app/main/기능부품/인사관리서브/구성원현황/JobCategorySection.tsx","Phase 3","직종 섹션"
"app/main/기능부품/인사관리서브/구성원현황/LicenseSection.tsx","217","27","wrapper만 교체","app/main/기능부품/인사관리서브/구성원현황/LicenseSection.tsx","Phase 3","면허 섹션"
"app/main/기능부품/인사관리서브/구성원현황/ShiftAssignmentSection.tsx","219","27","wrapper만 교체","app/main/기능부품/인사관리서브/구성원현황/ShiftAssignmentSection.tsx","Phase 3","교대 배정 섹션"
"app/main/기능부품/인사관리서브/근무형태관리.tsx","1140","79","통합후재작성","app/main/기능부품/인사관리서브/근무형태관리.tsx","Phase 4","1140줄. settings_company 탭. JM: 분할 필수"
"app/main/기능부품/인사관리서브/근무형태변경이력.tsx","482","79","wrapper만 교체","app/main/기능부품/인사관리서브/근무형태변경이력.tsx","Phase 4","근무형태 이력"
"app/main/기능부품/인사관리서브/근태기록/근무일정관리.tsx","78","30,31","wrapper만 교체","app/main/기능부품/인사관리서브/근태기록/근무일정관리.tsx","Phase 3","hr_attendance 탭 내 서브"
